query,baseline_answer,spearman_rho,spearman_pvalue,dominance_ratio,influence_entropy,is_divergent,doc_id,passage,retrieval_rank,retrieval_score,rouge_l,influence_score,influence_rank
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,2,,1,8.154949696266836,0.34782608695652173,0.6521739130434783,6
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,10,,2,5.612252598245045,0.28099173553719015,0.7190082644628099,5
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,4,,3,5.1350939586147515,0.4605263157894737,0.5394736842105263,9
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,11,,4,5.123618036701651,0.0,1.0,1
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,3,,5,4.872899221288961,0.5205479452054795,0.47945205479452047,10
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,0,,6,4.418682494300127,0.20183486238532114,0.7981651376146789,3
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,6,,7,4.322697824733168,0.4342105263157895,0.5657894736842105,7
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,7,,8,3.995059398026455,0.4585987261146497,0.5414012738853503,8
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,1,,9,3.880950089915463,0.20370370370370372,0.7962962962962963,4
meaning of lyrics to wade in the water,"The lyrics of “Wade in the Water” are a spiritual that draws on biblical themes of escape and healing.  According to the documents, the verses echo the Israelites’ crossing of the Red Sea (Exodus 14) and the idea that stepping into water can “make whole” (John 5:4).  In the context of the Underground Railroad, Harriet Tubman used the song to tell escaping slaves to leave the trail and wade into water so that slave‑hunters’ dogs would lose their scent.  The song has also been interpreted as a call for freedom and",-0.22424242424242422,0.5334005612725946,0.14100871803082618,2.2715650311317215,True,13,,10,3.6448363431863413,0.0,1.0,2
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,2,,1,4.989045389341676,1.0,0.0,1
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,11,,2,4.911580739912596,1.0,0.0,2
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,7,,3,4.5700458969756745,1.0,0.0,3
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,0,,4,4.3623000985693,1.0,0.0,4
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,10,,5,3.962578359058083,1.0,0.0,5
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,1,,6,3.3225711831977116,1.0,0.0,6
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,9,,7,2.903838408700508,1.0,0.0,7
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,5,,8,2.8836469434054464,1.0,0.0,8
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,8,,9,2.874835188039807,1.0,0.0,9
when is the next tangled the series episode coming out,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,4,,10,2.581777566409835,1.0,0.0,10
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,14,,1,5.310901889282077,1.0,0.0,2
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,1,,2,4.4754162559850545,1.0,0.0,3
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,9,,3,4.422220588278833,1.0,0.0,4
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,6,,4,4.278102207170794,1.0,0.0,5
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,12,,5,2.9640551372047197,1.0,0.0,6
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,0,,6,2.8106649226170477,1.0,0.0,7
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,4,,7,2.7007362525759757,1.0,0.0,8
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,2,,8,2.600580714009462,0.3076923076923077,0.6923076923076923,1
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,7,,9,2.0581143543162383,1.0,0.0,9
who died in the plane crash greys anatomy,Lexie Grey.,0.6606060606060605,0.03758837757140935,1.0,-0.0,True,5,,10,1.8442104214814115,1.0,0.0,10
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,7,,1,7.258839642435748,1.0,0.0,4
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,13,,2,4.990156101117384,0.0,1.0,1
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,14,,3,4.5045165699603,1.0,0.0,5
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,1,,4,2.990658142420518,0.0,1.0,2
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,12,,5,2.658482541786895,1.0,0.0,6
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,8,,6,2.2532329306450944,1.0,0.0,7
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,0,,7,2.2262940076371867,1.0,0.0,8
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,9,,8,2.04117048363075,1.0,0.0,9
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,11,,9,2.04117048363075,1.0,0.0,10
why did alex and ellen break up on family ties,I don't know.,0.5636363636363636,0.0897240283170912,0.3333333333333333,1.0986122886681096,True,3,,10,1.8623659936964556,0.0,1.0,3
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,11,,1,4.492438890731836,0.0,1.0,1
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,0,,2,4.043191544388129,0.4166666666666667,0.5833333333333333,3
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,1,,3,2.816555047605511,0.4166666666666667,0.5833333333333333,4
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,9,,4,2.784126051834835,0.4166666666666667,0.5833333333333333,5
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,6,,5,2.305332159635709,0.4166666666666667,0.5833333333333333,6
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,4,,6,2.0418656271059135,0.4166666666666667,0.5833333333333333,7
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,7,,7,1.9759989939734648,0.4166666666666667,0.5833333333333333,8
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,5,,8,1.8442657277085672,0.4166666666666667,0.5833333333333333,9
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,2,,9,1.3831992957814254,1.0,0.0,10
youtube phil collins don't lose my number,Lose My Number (Official Music Video) on YouTube.,0.5636363636363636,0.0897240283170912,0.17483443708609275,2.178996441615416,True,12,,10,1.3831992957814254,0.36363636363636365,0.6363636363636364,2
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,0,,1,3.611459869339153,0.0,1.0,1
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,2,,2,2.6398636357686076,0.0,1.0,2
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,13,,3,2.6398636357686076,0.0,1.0,3
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,14,,4,2.636451687962832,0.0,1.0,4
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,7,,5,2.5059102816040206,0.0,1.0,5
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,10,,6,2.154950351632481,0.0,1.0,6
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,3,,7,1.9128784669269607,0.0,1.0,7
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,1,,8,1.830080742187804,0.0,1.0,8
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,12,,9,1.830080742187804,0.0,1.0,9
bond villain has a good head for numbers,,0.9999999999999999,6.646897422031862e-64,0.1,2.3025850929940455,False,5,,10,1.698182049369902,0.0,1.0,10
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,1,,1,8.387338805655604,1.0,0.0,1
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,0,,2,7.334002788133455,1.0,0.0,2
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,2,,3,4.657094412380069,1.0,0.0,3
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,5,,4,4.657094412380069,1.0,0.0,4
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,10,,5,4.657094412380069,1.0,0.0,5
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,3,,6,2.3832524467620533,1.0,0.0,6
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,9,,7,2.0037628250571493,1.0,0.0,7
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,8,,8,1.4026339775400047,1.0,0.0,8
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,4,,9,0.0,1.0,0.0,9
who lives who dies who tells your atory lyrics,I don't know.,0.9999999999999999,6.646897422031862e-64,0.0,0.0,False,6,,10,0.0,1.0,0.0,10
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,4,,1,5.169273256587806,0.7547169811320754,0.24528301886792458,5
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,3,,2,3.5812082655739745,0.7289719626168225,0.2710280373831775,2
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,5,,3,3.0012629664017583,0.7647058823529412,0.23529411764705876,7
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,2,,4,2.895306051961975,0.7326732673267327,0.26732673267326734,3
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,6,,5,2.818114803297574,0.0,1.0,1
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,1,,6,2.745209804799671,0.9016393442622951,0.09836065573770492,10
who are the faces of the postcode lottery,"The “faces” of People’s Postcode Lottery are its celebrity ambassadors and TV presenters, including:

- David Attenborough  
- Clare Balding  
- Brian Blessed  
- Judi Dench  
- Shobna Gulati  
- Tim Healy  
- Stephen Jardine  
- Ellen MacArthur  
- Aggie MacKenzie  
- Carey Mulligan  
- John Stapleton  
- Emma Thompson  
- Fiona Phillips (ambassador since 2012)  

Presenters who appear in its TV campaigns:  
- Judie McCourt  
- Danyl Johnson  
- Jeff Brazier  
- Matt Johnson",0.41818181818181815,0.22911284098281895,0.34789424044025646,2.0440484660705645,True,7,,7,2.5478231556666273,0.7572815533980584,0.24271844660194164,6
